image_id,label,filename,set,uid,record_id,label_predicted,score_predicted,e_0,e_1,in_test,label_true,labeled,color_prob,color_class,label_undetermined,scores_predicted,label_possible,score_possible,entropy,al_measure,most_needed,fre,incorrect_score,double_checked,dp_is_ldp,dp_depth,dp_depth_alt,dp_parent,display_order,num_children,dp_cluster,num_children_alt,dp_cluster_color,dp_most_needed,direct_most_needed,score_true,color_fre
RMNH_MOL_5007703_2,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_5007703_2.jpg,,RMNH_MOL_5007703_2,RMNH_MOL_5007703_2R,Slide,1.0,19.482082,10.813139,0,,0,#fde725,#e7ba52,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18278,8,4697,13364,5,44.0,2,#3aba76,66.0,18272,,#440154
RMNH_MOL_198793_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_198793_1.jpg,,RMNH_MOL_198793_1,RMNH_MOL_198793_1R,Label only,1.0,-8.681734,-12.947762,0,,0,#fde725,#393b79,,1.0,,,-0.0,18272,66.0,0.4422853822350253,0.61,0,0,18272,10,9406,4894,7,17.0,1,#3a548c,66.0,18272,,#25848e
ZMA_MOLL_31477,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_31477.jpg,,ZMA_MOLL_31477,ZMA_MOLL_31477R,Shell,1.0,-14.045763,16.31725,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18276,11,16634,9430,7,13.0,2,#414487,66.0,18272,,#440154
RMNH_MOL_186609_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_186609_1.jpg,,RMNH_MOL_186609_1,RMNH_MOL_186609_1R,Shell,0.6682398774119723,-2.3231182,-10.782234,0,,0,#32b67a,#9c9ede,,0.67,Tube,0.33,0.916714582984988,18272,66.0,0.4827484602890425,0.61,0,0,18250,5,7079,725,3,1.0,1,#450559,66.0,18272,,#218e8d
RMNH_MOL_179472,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_179472.jpg,,RMNH_MOL_179472,RMNH_MOL_179472R,Shell,1.0,-10.605161,17.37365,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18276,16,7841,9431,0,4.0,0,#481769,66.0,18272,,#440154
RMNH_MOL_318748,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_318748.jpg,,RMNH_MOL_318748,RMNH_MOL_318748R,Label only,1.0,-3.5236397,-16.426435,1,,0,#fde725,#393b79,,1.0,,,-0.0,18272,66.0,0.8136359880164294,0.61,0,0,18276,14,10695,9421,12,2.0,3,#460b5e,66.0,18272,,#8ed645
RMNH_MOL_189213,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_189213.jpg,,RMNH_MOL_189213,RMNH_MOL_189213R,,0.05375913,-15.964567,10.06255,1,,0,#471365,#AAAAAA,,,,,-inf,18272,66.0,0.0,0.61,0,0,18274,15,13266,7298,16,12.0,3,#423f85,66.0,18272,,#440154
RMNH_MOL_159510,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_159510.jpg,,RMNH_MOL_159510,RMNH_MOL_159510R,Shell,1.0,-13.221463,19.489471,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9572482043439328,0.61,0,0,18272,14,6310,4895,11,30.0,2,#24878e,66.0,18272,,#f1e51d
RMNH_MOL_218957_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_218957_1.jpg,,RMNH_MOL_218957_1,RMNH_MOL_218957_1R,Label only,1.0,-8.203638,-13.597439,1,,0,#fde725,#393b79,,1.0,,,-0.0,18272,66.0,0.7554304516375353,0.61,0,0,18262,10,17976,1650,5,6.0,2,#482173,66.0,18272,,#69cd5b
RMNH_MOL_135821,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_135821.jpg,,RMNH_MOL_135821,RMNH_MOL_135821R,Shell,1.0,-12.751686,17.703835,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9594133328919512,0.61,0,0,18278,13,76,13361,3,2.0,1,#460b5e,66.0,18272,,#f1e51d
RMNH_MOL_224309_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_224309_1.jpg,,RMNH_MOL_224309_1,RMNH_MOL_224309_1R,Label only,1.0,-2.4429417,-19.33475,0,,0,#fde725,#393b79,,1.0,,,-0.0,18272,66.0,0.9470186591262044,0.61,0,0,18278,13,16316,13362,2,1.0,1,#450559,66.0,18272,,#ece51b
ZMA_MOLL_38174,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_38174.jpg,,ZMA_MOLL_38174,ZMA_MOLL_38174R,Shell,1.0,-15.440491,13.761749,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9543322861742228,0.61,0,0,18276,12,13511,9422,2,8.0,1,#472c7a,66.0,18272,,#f1e51d
ZMA_MOLL_26820,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_26820.jpg,,ZMA_MOLL_26820,ZMA_MOLL_26820R,Shell,1.0,-19.957033,11.411964,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.899641569700242,0.61,0,0,18278,14,6146,13358,2,59.0,1,#c2df23,66.0,18272,,#cae11f
ZMA_MOLL_49634,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_49634.jpg,,ZMA_MOLL_49634,ZMA_MOLL_49634R,Shell,1.0,-17.240294,14.688637,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.938749194507301,0.61,0,0,18278,15,12007,13359,5,34.0,2,#1f958b,66.0,18272,,#e5e419
RMNH_MOL_207801,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_207801.jpg,,RMNH_MOL_207801,RMNH_MOL_207801R,Shell,1.0,-12.627643,13.3448105,1,Shell,1,#800080,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,1,0,18278,17,14404,13360,12,0.0,1,#440154,66.0,18272,,#440154
RMNH_MOL_187079,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_187079.jpg,,RMNH_MOL_187079,RMNH_MOL_187079R,Shell,1.0,-14.753422,18.797207,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.7988706717797949,0.61,0,0,18274,22,13443,7299,0,5.0,0,#481c6e,66.0,18272,,#86d549
RMNH_MOL_179507,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_179507.jpg,,RMNH_MOL_179507,RMNH_MOL_179507R,Shell,1.0,-7.3319244,16.08665,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9498473816230428,0.61,0,0,18267,13,14051,2774,0,33.0,0,#20928c,66.0,18272,,#ece51b
RMNH_MOL_133344,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_133344.jpg,,RMNH_MOL_133344,RMNH_MOL_133344R,Shell,1.0,-12.506405,16.941769,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9556138421347706,0.61,0,0,18273,13,12937,5666,0,0.0,0,#440154,66.0,18272,,#f1e51d
RMNH_MOL_216841_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_216841_1.jpg,,RMNH_MOL_216841_1,RMNH_MOL_216841_1R,Label only,1.0,-2.37397,-15.290304,0,,0,#fde725,#393b79,,1.0,,,-0.0,18272,66.0,0.7784273407414702,0.61,0,0,18265,11,1813,2214,10,1.0,1,#450559,66.0,18272,,#7ad151
RMNH_MOL_133322,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_133322.jpg,,RMNH_MOL_133322,RMNH_MOL_133322R,,0.0558641,-9.734388,18.873817,0,,0,#471365,#AAAAAA,,,,,-inf,18272,66.0,0.0,0.61,0,0,18269,18,11564,3364,2,2.0,1,#460b5e,66.0,18272,,#440154
RMNH_MOL_144350,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_144350.jpg,,RMNH_MOL_144350,RMNH_MOL_144350R,Shell,1.0,-8.480296,13.175598,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18276,17,10894,9429,2,40.0,1,#25ac82,66.0,18272,,#440154
RMNH_MOL_175932,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_175932.jpg,,RMNH_MOL_175932,RMNH_MOL_175932R,Shell,1.0,-10.771376,9.075832,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18275,20,8358,8746,0,4.0,0,#481769,66.0,18272,,#440154
RMNH_MOL_5007743_2,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_5007743_2.jpg,,RMNH_MOL_5007743_2,RMNH_MOL_5007743_2R,Slide,1.0,19.430515,10.76479,0,,0,#fde725,#e7ba52,,1.0,,,-0.0,18272,66.0,0.8270791109235658,0.61,0,0,18271,8,4697,4097,7,44.0,2,#3aba76,66.0,18272,,#9bd93c
ZMA_MOLL_12627,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_12627.jpg,,ZMA_MOLL_12627,ZMA_MOLL_12627R,Shell,1.0,-10.7543955,15.541321,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9634569101474176,0.61,0,0,18278,17,1861,13354,11,8.0,4,#472c7a,66.0,18272,,#f8e621
ZMA_MOLL_70203,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_70203.jpg,,ZMA_MOLL_70203,ZMA_MOLL_70203R,Shell,1.0,-6.7860584,7.706028,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.91504159788858,0.61,0,0,18273,15,2153,5667,0,20.0,0,#34618d,66.0,18272,,#d8e219
RMNH_MOL_188815,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_188815.jpg,,RMNH_MOL_188815,RMNH_MOL_188815R,Shell,1.0,-13.280062,10.831802,1,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9484710125756416,0.61,0,0,18278,19,9128,13355,6,3.0,2,#471164,66.0,18272,,#ece51b
RMNH_MOL_217020,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_217020.jpg,,RMNH_MOL_217020,RMNH_MOL_217020R,Shell,1.0,-9.0036545,8.66044,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9111731067539776,0.61,0,0,18278,13,9340,13356,2,4.0,1,#481769,66.0,18272,,#d2e21b
RMNH_MOL_224342_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_224342_1.jpg,,RMNH_MOL_224342_1,RMNH_MOL_224342_1R,Label only,1.0,-1.5609798,-18.975634,1,,0,#fde725,#393b79,,1.0,,,-0.0,18272,66.0,0.921949799936016,0.61,0,0,18278,7,12688,13357,22,10.0,1,#453581,66.0,18272,,#d8e219
RMNH_MOL_186707,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_186707.jpg,,RMNH_MOL_186707,RMNH_MOL_186707R,Shell,1.0,-7.423477,10.05835,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9140944436115824,0.61,0,0,18276,16,1454,9583,36,42.0,1,#2eb37c,66.0,18272,,#d8e219
RMNH_MOL_202942_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_202942_1.jpg,,RMNH_MOL_202942_1,RMNH_MOL_202942_1R,Shell,1.0,-15.725886,12.374939,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18270,14,14503,3622,21,8.0,2,#472c7a,66.0,18272,,#440154
RMNH_MOL_236791_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_236791_1.jpg,,RMNH_MOL_236791_1,RMNH_MOL_236791_1R,Shell,1.0,-1.2198925,-17.877823,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18276,16,10458,9571,2,6.0,1,#482173,66.0,18272,,#440154
ZMA_MOLL_2508887,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_2508887.jpg,,ZMA_MOLL_2508887,ZMA_MOLL_2508887R,Slide,1.0,18.317303,9.209585,0,,0,#fde725,#e7ba52,,1.0,,,-0.0,18272,66.0,0.8135164197292651,0.61,0,0,18276,13,11340,9572,8,63.0,1,#ece51b,66.0,18272,,#8ed645
ZMA_MOLL_340875,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_340875.jpg,,ZMA_MOLL_340875,ZMA_MOLL_340875R,Shell,0.4895366013358235,-4.992977,8.762733,0,,0,#228b8d,#9c9ede,,0.49,"Shell,Tube,Label only","0.49,0.45,0.06",1.2614260689463583,18272,66.0,0.7133402939569542,0.61,0,0,18274,20,2116,7139,5,2.0,1,#460b5e,66.0,18272,,#52c569
ZMA_MOLL_28647,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_28647.jpg,,ZMA_MOLL_28647,ZMA_MOLL_28647R,Shell,1.0,-15.768225,15.57877,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18276,15,3032,9573,10,19.0,3,#365d8d,66.0,18272,,#440154
ZMA_MOLL_2509421,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_2509421.jpg,,ZMA_MOLL_2509421,ZMA_MOLL_2509421R,Slide,0.977368787969052,16.9665,7.754715,0,,0,#ece51b,#e7ba52,,0.98,Label only,0.02,0.1559695120311883,18272,66.0,0.811857196289854,0.61,0,1,18187,7,4783,194,6,7.0,2,#482677,66.0,18272,,#8ed645
RMNH_MOL_143197,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_143197.jpg,,RMNH_MOL_143197,RMNH_MOL_143197R,Shell,1.0,-14.299768,16.627369,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9383122618735004,0.61,0,0,18271,10,3097,4294,18,20.0,2,#34618d,66.0,18272,,#e5e419
ZMA_MOLL_13057,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_13057.jpg,,ZMA_MOLL_13057,ZMA_MOLL_13057R,Shell,1.0,-10.306328,11.024696,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18278,13,2212,13384,0,11.0,0,#443a83,66.0,18272,,#440154
ZMA_MOLL_2508939,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_2508939.jpg,,ZMA_MOLL_2508939,ZMA_MOLL_2508939R,Slide,1.0,17.283604,9.898472,0,,0,#fde725,#e7ba52,,1.0,,,-0.0,18272,66.0,0.9012542292552091,0.61,0,0,18278,7,2779,13385,13,56.0,1,#a2da37,66.0,18272,,#cae11f
RMNH_MOL_198779,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_198779.jpg,,RMNH_MOL_198779,RMNH_MOL_198779R,Shell,1.0,-11.098985,15.0200615,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9695563493093144,0.61,0,0,18270,11,3631,3645,14,40.0,1,#25ac82,66.0,18272,,#f8e621
RMNH_MOL_216278,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_216278.jpg,,RMNH_MOL_216278,RMNH_MOL_216278R,Shell,1.0,-15.722682,11.128113,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9428566659615862,0.61,0,0,18267,10,2663,2724,0,2.0,0,#460b5e,66.0,18272,,#ece51b
RMNH_MOL_136264_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_136264_1.jpg,,RMNH_MOL_136264_1,RMNH_MOL_136264_1R,Label only,1.0,-5.231739,-16.273556,0,,0,#fde725,#393b79,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18274,9,109,7250,2,1.0,1,#450559,66.0,18272,,#440154
RMNH_MOL_178433_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_178433_1.jpg,,RMNH_MOL_178433_1,RMNH_MOL_178433_1R,Label only,1.0,-2.5536919,-11.634679,0,,0,#fde725,#393b79,,1.0,,,-0.0,18272,66.0,0.2853391533873284,0.61,0,0,18270,13,1554,3593,4,1.0,2,#450559,66.0,18272,,#365d8d
ZMA_MOLL_175148,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_175148.jpg,,ZMA_MOLL_175148,ZMA_MOLL_175148R,Shell,1.0,-13.030521,6.722378,1,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18274,11,16423,7251,3,18.0,1,#38598c,66.0,18272,,#440154
RMNH_MOL_189153,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_189153.jpg,,RMNH_MOL_189153,RMNH_MOL_189153R,,0.028010158,-13.439313,13.759304,0,,0,#46085c,#AAAAAA,,,,,-inf,18272,66.0,0.0,0.61,0,0,18276,17,4733,9499,7,3.0,1,#471164,66.0,18272,,#440154
RMNH_MOL_132957,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_132957.jpg,,RMNH_MOL_132957,RMNH_MOL_132957R,Shell,1.0,-9.109326,17.726902,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18278,19,17304,13379,14,2.0,3,#460b5e,66.0,18272,,#440154
ZMA_MOLL_64936,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_64936.jpg,,ZMA_MOLL_64936,ZMA_MOLL_64936R,Shell,1.0,-8.080878,9.803738,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9595948394046,0.61,0,0,18278,15,9979,13380,3,27.0,1,#287c8e,66.0,18272,,#f1e51d
RMNH_MOL_191730_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_191730_1.jpg,,RMNH_MOL_191730_1,RMNH_MOL_191730_1R,Label only,1.0,-4.7443447,-14.372947,0,,0,#fde725,#393b79,,1.0,,,-0.0,18272,66.0,0.8094960769815746,0.61,0,0,18274,15,17529,7252,49,17.0,3,#3a548c,66.0,18272,,#8ed645
RMNH_MOL_174398,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_174398.jpg,,RMNH_MOL_174398,RMNH_MOL_174398R,Shell,1.0,-7.65324,10.768318,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18278,19,10938,13381,0,2.0,0,#460b5e,66.0,18272,,#440154
ZMA_MOLL_38005,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_38005.jpg,,ZMA_MOLL_38005,ZMA_MOLL_38005R,Shell,1.0,-9.667005,15.708279,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.935258995870145,0.61,0,0,18278,14,5777,13382,0,9.0,0,#46307e,66.0,18272,,#e5e419
RMNH_MOL_149990_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_149990_1.jpg,,RMNH_MOL_149990_1,RMNH_MOL_149990_1R,Label only,1.0,-5.676857,-15.566661,0,,0,#fde725,#393b79,,1.0,,,-0.0,18272,66.0,0.9029687110339976,0.61,0,0,18270,15,3773,3642,4,1.0,1,#450559,66.0,18272,,#cae11f
RMNH_MOL_182466,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_182466.jpg,,RMNH_MOL_182466,RMNH_MOL_182466R,Shell,1.0,-10.668315,15.619209,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9780781330931536,0.61,0,0,18269,12,5316,3333,13,8.0,2,#472c7a,66.0,18272,,#fde725
RMNH_MOL_185249_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_185249_1.jpg,,RMNH_MOL_185249_1,RMNH_MOL_185249_1R,Shell,1.0,-12.65424,8.781185,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.8831083772401447,0.61,0,0,18278,17,10016,13383,5,0.0,1,#440154,66.0,18272,,#bddf26
RMNH_MOL_191555,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_191555.jpg,,RMNH_MOL_191555,RMNH_MOL_191555R,Shell,1.0,-14.6717615,12.449406,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.955294809211738,0.61,0,0,18276,11,11726,9497,0,14.0,0,#3f4889,66.0,18272,,#f1e51d
RMNH_MOL_193012,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_193012.jpg,,RMNH_MOL_193012,RMNH_MOL_193012R,Shell,1.0,-15.566424,11.905987,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.95938841306621,0.61,0,0,18270,13,3337,3643,2,54.0,1,#8ed645,66.0,18272,,#f1e51d
RMNH_MOL_220806,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_220806.jpg,,RMNH_MOL_220806,RMNH_MOL_220806R,Shell,1.0,-18.326221,13.54821,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9375309272588194,0.61,0,0,18278,16,11263,13374,5,48.0,1,#58c765,66.0,18272,,#e5e419
ZMA_MOLL_80523,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_80523.jpg,,ZMA_MOLL_80523,ZMA_MOLL_80523R,Shell,1.0,-14.785664,16.873684,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18278,10,13692,13375,0,34.0,0,#1f958b,66.0,18272,,#440154
ZMA_MOLL_346634,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_346634.jpg,,ZMA_MOLL_346634,ZMA_MOLL_346634R,Shell,1.0,-11.20249,19.184174,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18278,18,1802,13376,29,2.0,1,#460b5e,66.0,18272,,#440154
RMNH_MOL_177847,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_177847.jpg,,RMNH_MOL_177847,RMNH_MOL_177847R,Shell,1.0,-14.138103,16.864136,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.96500994460371,0.61,0,0,18278,12,6369,13377,0,25.0,0,#2b748e,66.0,18272,,#f8e621
ZMA_MOLL_52351,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_52351.jpg,,ZMA_MOLL_52351,ZMA_MOLL_52351R,Shell,1.0,-11.426422,14.814194,1,Shell,1,#800080,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9371773564785452,0.61,0,0,18272,15,17838,4876,0,23.0,0,#2e6d8e,66.0,18272,,#e5e419
RMNH_MOL_178102,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_178102.jpg,,RMNH_MOL_178102,RMNH_MOL_178102R,Shell,1.0,-16.635958,12.666058,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.944221544711999,0.61,0,0,18278,21,3901,13378,9,0.0,1,#440154,66.0,18272,,#ece51b
ZMA_MOLL_37112,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_37112.jpg,,ZMA_MOLL_37112,ZMA_MOLL_37112R,Shell,1.0,-16.832693,14.920746,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.912419014333194,0.61,0,0,18271,9,12455,4586,24,20.0,1,#34618d,66.0,18272,,#d2e21b
RMNH_MOL_219536,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_219536.jpg,,RMNH_MOL_219536,RMNH_MOL_219536R,Shell,1.0,-10.402821,12.059254,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9547293403902098,0.61,0,0,18276,18,18077,9675,0,0.0,0,#440154,66.0,18272,,#f1e51d
RMNH_MOL_226298,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_226298.jpg,,RMNH_MOL_226298,RMNH_MOL_226298R,Shell,1.0,-8.814819,11.194366,1,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18276,23,17836,9676,9,0.0,2,#440154,66.0,18272,,#440154
RMNH_MOL_179045,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_179045.jpg,,RMNH_MOL_179045,RMNH_MOL_179045R,Shell,1.0,-14.7857895,17.055393,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9513223417714116,0.61,0,0,18278,11,14701,13421,2,0.0,1,#440154,66.0,18272,,#ece51b
RMNH_MOL_173447_1,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_173447_1.jpg,,RMNH_MOL_173447_1,RMNH_MOL_173447_1R,Shell,1.0,-5.50091,-18.122307,1,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18278,8,5442,13422,25,6.0,3,#482173,66.0,18272,,#440154
ZMA_MOLL_102373,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_102373.jpg,,ZMA_MOLL_102373,ZMA_MOLL_102373R,Shell,1.0,-15.024531,11.855753,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9090164243276162,0.61,0,0,18272,13,9437,4664,2,7.0,1,#482677,66.0,18272,,#d2e21b
RMNH_MOL_183011,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_183011.jpg,,RMNH_MOL_183011,RMNH_MOL_183011R,Shell,1.0,-16.627272,11.638042,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18275,15,7563,8670,0,19.0,0,#365d8d,66.0,18272,,#440154
ZMA_MOLL_38059,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_38059.jpg,,ZMA_MOLL_38059,ZMA_MOLL_38059R,Shell,1.0,-15.845781,14.648148,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9649026255646708,0.61,0,0,18278,12,4964,13423,13,26.0,1,#2a788e,66.0,18272,,#f8e621
ZMA_MOLL_40709,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_40709.jpg,,ZMA_MOLL_40709,ZMA_MOLL_40709R,Shell,1.0,-16.9724,17.079548,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.94133493544942,0.61,0,0,18278,14,17395,13418,3,0.0,1,#440154,66.0,18272,,#e5e419
ZMA_MOLL_45525,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_45525.jpg,,ZMA_MOLL_45525,ZMA_MOLL_45525R,Shell,1.0,-8.755087,15.526535,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9524315321160888,0.61,0,0,18273,17,10778,5818,8,19.0,2,#365d8d,66.0,18272,,#f1e51d
ZMA_MOLL_49327,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_49327.jpg,,ZMA_MOLL_49327,ZMA_MOLL_49327R,Shell,1.0,-11.777126,9.837509,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9093276891625438,0.61,0,0,18278,9,17360,13419,0,0.0,0,#440154,66.0,18272,,#d2e21b
RMNH_MOL_157609,"0,1",/mnt/big/indeed/mollusca/images/RMNH_MOL_157609.jpg,,RMNH_MOL_157609,RMNH_MOL_157609R,Shell,1.0,-14.412982,8.477652,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.9310675431242732,0.61,0,0,18274,14,1409,7044,2,4.0,1,#481769,66.0,18272,,#dfe318
ZMA_MOLL_69056,"0,1",/mnt/big/indeed/mollusca/images/ZMA_MOLL_69056.jpg,,ZMA_MOLL_69056,ZMA_MOLL_69056R,Shell,1.0,-8.451586,14.341084,0,,0,#fde725,#9c9ede,,1.0,,,-0.0,18272,66.0,0.0,0.61,0,0,18276,19,13109,9665,7,0.0,1,#440154,66.0,18272,,#440154
